cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
603800,0,0,0,0,0,0
603900,0,0,0,0,0,0
604000,0,0,0,0,0,0
604100,4,0,3,0,9,0
604200,4,0,3,0,9,0
604300,4,0,3,0,9,0
604400,4,0,3,0,9,0
604500,16,0,4,0,12,0
604600,16,0,4,0,12,0
604700,24,0,4,0,12,0
604800,24,0,4,0,12,0
604900,29,0,5,0,15,0
605000,36,0,5,0,15,0
605100,36,0,5,0,15,0
605200,48,0,6,0,18,0
605300,48,0,6,0,18,0
605400,56,0,6,0,18,0
605500,60,0,7,0,21,0
605600,68,0,7,0,21,0
605700,68,0,7,0,21,0
605800,77,0,7,0,21,0
605900,80,0,8,0,24,0
606000,88,0,8,0,24,0
606100,88,0,8,0,24,0
606200,92,0,9,0,27,0
606300,100,0,9,0,27,0
606400,100,0,9,0,27,0
606500,108,0,10,0,30,0
606600,112,0,10,0,30,0
606700,112,0,10,0,30,0
606800,124,0,10,0,30,0
606900,124,0,11,0,33,0
607000,132,0,11,0,33,0
607100,132,0,11,0,33,0
607200,144,0,12,0,36,0
607300,144,0,12,0,36,0
607400,152,0,12,0,36,0
607500,156,0,13,0,39,0
607600,164,0,13,0,39,0
607700,164,0,13,0,39,0
607800,172,0,13,0,39,0
607900,176,0,14,0,42,0
608000,176,0,14,0,42,0
608100,180,0,14,0,42,0
608200,188,0,15,0,45,0
608300,188,0,15,0,45,0
608400,196,0,15,0,45,0
608500,200,0,16,0,48,0
608600,208,0,16,0,48,0
608700,208,0,16,0,48,0
608800,220,0,17,0,49,0
608900,220,0,17,0,51,0
609000,228,0,17,0,51,0
609100,228,0,17,0,51,0
609200,240,0,18,0,54,0
609300,240,0,18,0,54,0
609400,248,0,18,0,54,0
609500,252,0,19,0,57,0
609600,256,0,19,0,57,0
609700,260,0,19,0,57,0
609800,260,0,19,0,57,0
609900,268,0,20,0,60,0
610000,272,0,20,0,60,0
610100,272,0,20,0,60,0
610200,284,0,21,0,63,0
610300,284,0,21,0,63,0
610400,292,0,21,0,63,0
610500,296,0,22,0,66,0
610600,304,0,22,0,66,0
610700,304,0,22,0,66,0
610800,312,0,22,0,66,0
610900,316,0,23,0,69,0
611000,324,0,23,0,69,0
611100,324,0,23,0,69,0
611200,328,0,24,0,72,0
611300,336,0,24,0,72,0
611400,336,0,24,0,72,0
611500,348,0,25,0,75,0
611600,348,0,25,0,75,0
611700,348,0,25,0,75,0
611800,359,0,25,0,75,0
611900,360,0,26,0,78,0
612000,368,0,26,0,78,0
612100,368,0,26,0,78,0
612200,376,0,27,0,81,0
612300,380,0,27,0,81,0
612400,380,0,27,0,81,0
612500,392,0,27,0,81,0
612600,392,0,28,0,84,0
612700,400,0,28,0,84,0
612800,400,0,28,0,84,0
612900,412,0,29,0,87,0
613000,412,0,29,0,87,0
613100,420,0,29,0,87,0
613200,424,0,30,0,90,0
613300,432,0,30,0,90,0
613400,432,0,30,0,90,0
613500,436,0,31,0,93,0
613600,443,0,31,0,93,0
613700,444,0,31,0,93,0
613800,444,0,31,0,93,0
613900,456,0,32,0,96,0
614000,456,0,32,0,96,0
614100,464,0,32,0,96,0
614200,468,0,33,0,99,0
614300,476,0,33,0,99,0
614400,476,0,33,0,99,0
614500,488,0,34,0,102,0
614600,488,0,34,0,102,0
614700,496,0,34,0,102,0
614800,496,0,34,0,102,0
614900,508,0,35,0,105,0
615000,508,0,35,0,105,0
615100,512,0,35,0,105,0
615200,520,0,36,0,108,0
615300,520,0,36,0,108,0
615400,526,0,36,0,108,0
615500,530,0,36,0,108,0
615600,532,0,37,0,111,0
615700,540,0,37,0,111,0
615800,540,0,37,0,111,0
615900,552,0,38,0,114,0
616000,552,0,38,0,114,0
616100,560,0,38,0,114,0
616200,564,0,39,0,117,0
616300,572,0,39,0,117,0
616400,572,0,39,0,117,0
616500,584,0,40,0,120,0
616600,584,0,40,0,120,0
616700,592,0,40,0,120,0
616800,592,0,40,0,120,0
616900,600,0,41,0,123,0
617000,604,0,41,0,123,0
617100,604,0,41,0,123,0
617200,608,0,42,0,126,0
617300,616,0,42,0,126,0
617400,616,0,42,0,126,0
617500,628,0,43,0,129,0
617600,628,0,43,0,129,0
617700,636,0,43,0,129,0
617800,636,0,43,0,129,0
617900,648,0,44,0,132,0
618000,648,0,44,0,132,0
618100,656,0,44,0,132,0
618200,660,0,45,0,135,0
618300,668,0,45,0,135,0
618400,668,0,45,0,135,0
618500,672,0,46,0,138,0
618600,680,0,46,0,138,0
618700,680,0,46,0,138,0
618800,688,0,46,0,138,0
618900,692,0,47,0,141,0
619000,692,0,47,0,141,0
619100,700,0,47,0,141,0
619200,704,0,48,0,144,0
619300,709,0,48,0,144,0
619400,712,0,48,0,144,0
619500,716,0,49,0,147,0
619600,724,0,49,0,147,0
619700,724,0,49,0,147,0
619800,732,0,49,0,147,0
619900,736,0,50,0,150,0
620000,744,0,50,0,150,0
620100,744,0,50,0,150,0
620200,756,0,51,0,153,0
620300,756,0,51,0,153,0
620400,764,0,51,0,153,0
620500,764,0,51,0,153,0
620600,776,0,52,0,156,0
620700,776,0,52,0,156,0
620800,776,0,52,0,156,0
620900,787,0,53,0,159,0
621000,788,0,53,0,159,0
621100,788,0,53,0,159,0
621200,800,0,54,0,162,0
621300,800,0,54,0,162,0
621400,808,0,54,0,162,0
621500,812,0,55,0,165,0
621600,820,0,55,0,165,0
621700,820,0,55,0,165,0
621800,828,0,55,0,165,0
621900,832,0,56,0,168,0
622000,840,0,56,0,168,0
622100,840,0,56,0,168,0
622200,852,0,57,0,171,0
622300,852,0,57,0,171,0
622400,860,0,57,0,171,0
622500,864,0,58,0,174,0
622600,864,0,58,0,174,0
622700,868,0,58,0,174,0
622800,872,0,58,0,174,0
622900,876,0,59,0,177,0
623000,884,0,59,0,177,0
623100,884,0,59,0,177,0
623200,896,0,60,0,180,0
623300,896,0,60,0,180,0
623400,904,0,60,0,180,0
623500,904,0,60,0,180,0
623600,914,0,61,0,183,0
623700,916,0,61,0,183,0
623800,916,0,61,0,183,0
623900,928,0,62,0,186,0
624000,928,0,62,0,186,0
624100,936,0,62,0,186,0
624200,940,0,63,0,189,0
624300,948,0,63,0,189,0
624400,948,0,63,0,189,0
624500,952,0,64,0,192,0
624600,960,0,64,0,192,0
624700,960,0,64,0,192,0
624800,967,0,64,0,192,0
624900,972,0,65,0,195,0
625000,972,0,65,0,195,0
625100,980,0,65,0,195,0
625200,984,0,66,0,198,0
625300,992,0,66,0,198,0
625400,992,0,66,0,198,0
625500,1004,0,67,0,201,0
625600,1004,0,67,0,201,0
625700,1012,0,67,0,201,0
625800,1012,0,67,0,201,0
625900,1024,0,68,0,204,0
626000,1024,0,68,0,204,0
626100,1028,0,69,0,207,0
626200,1032,0,70,0,210,0
626300,1032,0,70,0,210,0
626400,1032,0,70,0,210,0
626500,1037,0,71,0,213,0
626600,1040,0,72,0,216,0
626700,1040,0,72,0,216,0
626800,1044,0,73,0,219,0
626900,1048,0,74,0,222,0
627000,1048,0,74,0,222,0
627100,1052,0,75,0,225,0
627200,1056,0,76,0,228,0
627300,1056,0,76,0,228,0
627400,1056,0,76,0,228,0
627500,1064,0,78,0,234,0
627600,1064,0,78,0,234,0
627700,1064,0,78,0,234,0
627800,1068,0,79,0,237,0
627900,1072,0,80,0,240,0
628000,1072,0,80,0,240,0
628100,1076,0,81,0,243,0
628200,1080,0,82,0,246,0
628300,1080,0,82,0,246,0
628400,1082,0,82,0,246,0
628500,1084,0,83,0,249,0
628600,1088,0,84,0,252,0
628700,1088,0,84,0,252,0
628800,1092,0,85,0,255,0
628900,1096,0,86,0,258,0
629000,1096,0,86,0,258,0
629100,1100,0,87,0,258,0
629200,1104,0,88,0,264,0
629300,1104,0,88,0,264,0
629400,1104,0,88,0,264,0
629500,1110,0,89,0,267,0
629600,1112,0,90,0,270,0
629700,1112,0,90,0,270,0
629800,1116,0,91,0,273,0
629900,1120,0,92,0,276,0
630000,1120,0,92,0,276,0
630100,1124,0,93,0,279,0
630200,1128,0,94,0,282,0
630300,1128,0,94,0,282,0
630400,1128,0,94,0,282,0
630500,1136,0,96,0,288,0
630600,1136,0,96,0,288,0
630700,1136,0,96,0,288,0
630800,1140,0,97,0,291,0
630900,1144,0,98,0,294,0
631000,1144,0,98,0,294,0
631100,1148,0,99,0,297,0
631200,1152,0,100,0,300,0
631300,1152,0,100,0,300,0
631400,1156,0,100,0,300,0
631500,1156,0,101,0,303,0
631600,1160,0,102,0,306,0
631700,1160,0,102,0,306,0
631800,1164,0,103,0,309,0
631900,1168,0,104,0,312,0
