cycle,hit,hit_res,miss,res_fail,sec_miss,mshr_hit
603800,0,0,0,0,0,0
603900,0,0,72,37,0,0
604000,0,0,72,37,0,0
604100,0,0,72,37,0,0
604200,0,0,72,37,0,0
604300,40,0,104,80,0,0
604400,40,0,104,80,0,0
604500,40,0,104,80,0,0
604600,44,0,136,80,0,0
604700,48,0,168,100,0,0
604800,48,0,168,100,0,0
604900,48,0,168,100,0,0
605000,56,0,232,100,0,0
605100,56,0,232,100,0,0
605200,56,0,232,100,0,0
605300,63,0,284,100,0,0
605400,64,0,296,100,0,0
605500,64,0,296,100,0,0
605600,68,0,328,100,0,0
605700,72,0,360,100,0,0
605800,72,0,360,100,0,0
605900,73,0,372,100,0,0
606000,80,0,424,100,0,0
606100,80,0,424,100,0,0
606200,80,0,424,100,0,0
606300,88,0,488,100,0,0
606400,88,0,488,100,0,0
606500,88,0,488,100,0,0
606600,88,0,528,100,4,0
606700,88,0,552,100,8,0
606800,88,0,552,100,8,0
606900,88,0,552,100,8,0
607000,96,0,616,100,8,0
607100,96,0,616,100,8,0
607200,96,0,616,100,8,0
607300,102,0,664,100,8,0
607400,104,0,680,100,8,0
607500,104,0,680,100,8,0
607600,107,0,708,100,8,0
607700,112,0,744,100,8,0
607800,112,0,744,100,8,0
607900,113,0,752,100,8,0
608000,120,0,808,100,8,0
608100,120,0,808,100,8,0
608200,120,0,808,100,8,0
608300,127,0,864,100,8,0
608400,128,0,872,100,8,0
608500,128,0,872,100,8,0
608600,132,0,908,100,8,0
608700,136,0,936,100,8,0
608800,136,0,936,100,8,0
608900,138,0,952,100,8,0
609000,144,0,1000,100,8,0
609100,144,0,1000,100,8,0
609200,144,0,1000,100,8,0
609300,144,0,1056,100,15,0
609400,144,0,1064,100,16,0
609500,144,0,1064,100,16,0
609600,146,0,1080,100,16,0
609700,152,0,1128,100,16,0
609800,152,0,1128,100,16,0
609900,152,0,1128,100,16,0
610000,160,0,1192,100,16,0
610100,160,0,1192,100,16,0
610200,160,0,1192,100,16,0
610300,166,0,1240,100,16,0
610400,168,0,1256,100,16,0
610500,168,0,1256,100,16,0
610600,171,0,1280,100,16,0
610700,176,0,1320,100,16,0
610800,176,0,1320,100,16,0
610900,177,0,1328,100,16,0
611000,184,0,1384,100,16,0
611100,184,0,1384,100,16,0
611200,184,0,1384,100,16,0
611300,191,0,1440,100,16,0
611400,192,0,1448,100,16,0
611500,192,0,1448,100,16,0
611600,196,0,1480,100,16,0
611700,200,0,1512,100,16,0
611800,200,0,1512,100,16,0
611900,200,0,1524,100,17,0
612000,200,0,1576,100,24,0
612100,200,0,1576,100,24,0
612200,200,0,1576,100,24,0
612300,205,0,1616,100,24,0
612400,208,0,1640,100,24,0
612500,208,0,1640,100,24,0
612600,210,0,1656,100,24,0
612700,216,0,1704,100,24,0
612800,216,0,1704,100,24,0
612900,217,0,1708,100,24,0
613000,224,0,1768,100,24,0
613100,224,0,1768,100,24,0
613200,224,0,1768,100,24,0
613300,230,0,1816,100,24,0
613400,232,0,1832,100,24,0
613500,232,0,1832,100,24,0
613600,236,0,1864,100,24,0
613700,240,0,1896,100,24,0
613800,240,0,1896,100,24,0
613900,241,0,1904,100,24,0
614000,248,0,1960,100,24,0
614100,248,0,1960,100,24,0
614200,248,0,1960,100,24,0
614300,255,0,2016,100,24,0
614400,256,0,2024,100,24,0
614500,256,0,2024,100,24,0
614600,256,0,2059,100,24,0
614700,256,0,2096,100,24,0
614800,256,0,2096,100,24,0
614900,256,0,2096,100,24,0
615000,263,0,2152,100,24,0
615100,264,0,2160,100,24,0
615200,264,0,2160,100,24,0
615300,269,0,2200,100,24,0
615400,272,0,2224,100,24,0
615500,272,0,2224,100,24,0
615600,275,0,2244,100,24,0
615700,280,0,2288,100,24,0
615800,280,0,2288,100,24,0
615900,281,0,2296,100,24,0
616000,288,0,2352,100,24,0
616100,288,0,2352,100,24,0
616200,288,0,2352,100,24,0
616300,294,0,2400,100,24,0
616400,296,0,2416,100,24,0
616500,296,0,2416,100,24,0
616600,300,0,2448,100,24,0
616700,304,0,2480,100,24,0
616800,304,0,2480,100,24,0
616900,305,0,2488,100,24,0
617000,312,0,2544,100,24,0
617100,312,0,2544,100,24,0
617200,312,0,2544,100,24,0
617300,312,0,2596,100,30,0
617400,312,0,2608,100,32,0
617500,312,0,2608,100,32,0
617600,313,0,2616,100,32,0
617700,320,0,2672,100,32,0
617800,320,0,2672,100,32,0
617900,320,0,2672,100,32,0
618000,327,0,2728,100,32,0
618100,328,0,2736,100,32,0
618200,328,0,2736,100,32,0
618300,333,0,2776,100,32,0
618400,336,0,2800,100,32,0
618500,336,0,2800,100,32,0
618600,338,0,2816,100,32,0
618700,344,0,2864,100,32,0
618800,344,0,2864,100,32,0
618900,345,0,2872,100,32,0
619000,352,0,2928,100,32,0
619100,352,0,2928,100,32,0
619200,352,0,2928,100,32,0
619300,358,0,2980,100,32,0
619400,360,0,2992,100,32,0
619500,360,0,2992,100,32,0
619600,363,0,3020,100,32,0
619700,368,0,3056,100,32,0
619800,368,0,3056,100,32,0
619900,368,0,3064,100,33,0
620000,368,0,3120,100,40,0
620100,368,0,3120,100,40,0
620200,368,0,3120,100,40,0
620300,371,0,3144,100,40,0
620400,376,0,3184,100,40,0
620500,376,0,3184,100,40,0
620600,377,0,3192,100,40,0
620700,384,0,3248,100,40,0
620800,384,0,3248,100,40,0
620900,385,0,3252,100,40,0
621000,392,0,3312,100,40,0
621100,392,0,3312,100,40,0
621200,392,0,3312,100,40,0
621300,397,0,3352,100,40,0
621400,400,0,3376,100,40,0
621500,400,0,3376,100,40,0
621600,403,0,3400,100,40,0
621700,408,0,3440,100,40,0
621800,408,0,3440,100,40,0
621900,409,0,3448,100,40,0
622000,416,0,3504,100,40,0
622100,416,0,3504,100,40,0
622200,416,0,3504,100,40,0
622300,422,0,3552,100,40,0
622400,424,0,3568,100,40,0
622500,424,0,3568,100,40,0
622600,424,0,3584,100,41,0
622700,424,0,3632,100,48,0
622800,424,0,3632,100,48,0
622900,424,0,3632,100,48,0
623000,431,0,3684,100,48,0
623100,432,0,3696,100,48,0
623200,432,0,3696,100,48,0
623300,435,0,3724,100,48,0
623400,440,0,3760,100,48,0
623500,440,0,3760,100,48,0
623600,441,0,3768,100,48,0
623700,448,0,3824,100,48,0
623800,448,0,3824,100,48,0
623900,449,0,3832,100,48,0
624000,456,0,3888,100,48,0
624100,456,0,3888,100,48,0
624200,456,0,3888,100,48,0
624300,461,0,3924,100,48,0
624400,464,0,3952,100,48,0
624500,464,0,3952,100,48,0
624600,466,0,3968,100,48,0
624700,472,0,4016,100,48,0
624800,472,0,4016,100,48,0
624900,473,0,4024,100,48,0
625000,480,0,4080,100,48,0
625100,480,0,4080,100,48,0
625200,480,0,4080,100,48,0
625300,480,0,4128,100,48,0
625400,480,0,4152,100,48,0
625500,480,0,4152,100,48,0
625600,481,0,4160,100,48,0
625700,488,0,4216,100,48,0
625800,488,0,4216,100,48,0
625900,488,0,4216,100,48,0
626000,495,0,4272,100,48,0
626100,496,0,4280,100,48,0
626200,496,0,4280,100,48,0
626300,499,0,4308,100,48,0
626400,504,0,4344,100,48,0
626500,504,0,4344,100,48,0
626600,505,0,4352,100,48,0
626700,512,0,4408,100,48,0
626800,512,0,4408,100,48,0
626900,513,0,4416,100,48,0
627000,520,0,4472,100,48,0
627100,520,0,4472,100,48,0
627200,520,0,4472,100,48,0
627300,525,0,4512,100,48,0
627400,528,0,4536,100,48,0
627500,528,0,4536,100,48,0
627600,530,0,4552,100,48,0
627700,536,0,4600,100,48,0
627800,536,0,4600,100,48,0
627900,536,0,4608,100,49,0
628000,536,0,4660,100,56,0
628100,536,0,4664,100,56,0
628200,536,0,4664,100,56,0
628300,538,0,4680,100,56,0
628400,544,0,4728,100,56,0
628500,544,0,4728,100,56,0
628600,545,0,4736,100,56,0
628700,552,0,4792,100,56,0
628800,552,0,4792,100,56,0
628900,552,0,4792,100,56,0
629000,559,0,4848,100,56,0
629100,560,0,4856,100,56,0
629200,560,0,4856,100,56,0
629300,564,0,4888,100,56,0
629400,568,0,4920,100,56,0
629500,568,0,4920,100,56,0
629600,569,0,4928,100,56,0
629700,576,0,4984,100,56,0
629800,576,0,4984,100,56,0
629900,577,0,4992,100,56,0
630000,584,0,5048,100,56,0
630100,584,0,5048,100,56,0
630200,584,0,5048,100,56,0
630300,589,0,5088,100,56,0
630400,592,0,5112,100,56,0
630500,592,0,5112,100,56,0
630600,592,0,5124,100,57,0
630700,592,0,5176,100,64,0
630800,592,0,5176,100,64,0
630900,592,0,5176,100,64,0
631000,597,0,5220,100,64,0
631100,600,0,5240,100,64,0
631200,600,0,5240,100,64,0
631300,602,0,5256,100,64,0
631400,608,0,5304,100,64,0
631500,608,0,5304,100,64,0
631600,609,0,5312,100,64,0
631700,616,0,5368,100,64,0
631800,616,0,5368,100,64,0
631900,617,0,5376,100,64,0
632000,623,0,5424,100,64,0
632100,624,0,5432,100,64,0
632200,624,0,5432,100,64,0
632300,628,0,5464,100,64,0
632400,632,0,5496,100,64,0
632500,632,0,5496,100,64,0
632600,633,0,5504,100,64,0
632700,640,0,5560,100,64,0
632800,640,0,5560,100,64,0
632900,641,0,5568,100,64,0
633000,648,0,5624,100,64,0
633100,648,0,5624,100,64,0
633200,648,0,5624,100,64,0
633300,648,0,5660,100,67,0
633400,648,0,5688,100,72,0
633500,648,0,5688,100,72,0
633600,649,0,5696,100,72,0
633700,656,0,5752,100,72,0
633800,656,0,5752,100,72,0
633900,656,0,5752,100,72,0
